Information Type,Time,Bus ID,Monitor Tag/ Datarate,Unique Message ID
BUS DATARATE,10.0,CAN_0,0.0675
BUS DATARATE,10.0,CAN_2,0.0675
BUS DATARATE,10.0,CAN_1,0.0675
BUS MESSAGES,10.000000000003757,CAN_0,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.000168775003758,CAN_0,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.000170775003758,CAN_1,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.000339550003758,CAN_1,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.000341550003759,CAN_2,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.00051032500376,CAN_2,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS DATARATE,10.5,CAN_0,0.0675
BUS DATARATE,10.5,CAN_2,0.0675
BUS DATARATE,10.5,CAN_1,0.0675
BUS MESSAGES,10.500000000003919,CAN_0,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.50016877500392,CAN_0,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.50017077500392,CAN_1,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.50033955000392,CAN_1,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.50034155000392,CAN_2,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,10.500510325003921,CAN_2,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS DATARATE,11.0,CAN_0,0.0675
BUS DATARATE,11.0,CAN_2,0.0675
BUS DATARATE,11.0,CAN_1,0.0675
BUS MESSAGES,11.000000000004045,CAN_0,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
